symbol,legacy_file,v3_callee,loc,test_coverage,handler_family,status,notes
pvpgn_v3_prefs_get_storage_path,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_filedir,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_i18ndir,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_logfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_channelfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_pidfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_adfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_topicfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_DBlayoutfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_supportfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_reportdir,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_mpqfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_ipbanfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_transfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_chanlogdir,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_userlogdir,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_realmfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_issuefile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_maildir,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_versioncheck_file,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_mapsfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_xplevelfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_xpcalcfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_ladderdir,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_statusdir,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_outputdir,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_command_groups_file,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_tournament_file,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_customicons_file,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_scriptdir,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_aliasfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_anongame_infos_file,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_localizefile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_motdfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_motdw3file,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_newsfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_helpfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_tosfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_localize_by_country,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_loglevels,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_d2cs_version,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_allow_d2cs_setname,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_iconfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_war3_iconfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_star_iconfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_mpqauthfile,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_allowed_clients,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_allow_bad_version,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_allow_unknown_version,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_user_sync_timer,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_user_flush_timer,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_user_flush_connected,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_user_step,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_latency,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_irc_latency,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_nullmsg,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_shutdown_delay,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_shutdown_decr,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_ipban_check_int,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_initkill_timer,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_allow_new_accounts,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_max_accounts,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_kick_old_login,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_ask_new_channel,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_report_all_games,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_report_diablo_games,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_hide_pass_games,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_hide_started_games,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_hide_temp_channels,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_discisloss,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_ladder_games,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_ladder_prefix,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_enable_conn_all,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_hide_addr,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_udptest_port,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_max_conns_per_IP,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_max_connections,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_packet_limit,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_passfail_count,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_passfail_bantime,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_maxusers_per_channel,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_max_friends,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_hashtable_size,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_max_concurrent_logins,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_v3_tcp_session_mode,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_ladder_init_rating,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_savebyname,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_sync_on_logoff,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_account_allowed_symbols,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_account_force_username,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_mail_support,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_mail_quota,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_track,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_trackaddrs,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_location,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_description,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_url,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_contact_name,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_contact_email,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_servername,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_hostname,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_bnetdserv_addrs,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_w3route_addr,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_use_keepalive,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_chanlog,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_apireg_addrs,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_wgameres_addrs,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_wolv1_addrs,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_wolv2_addrs,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_wol_timezone,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_wol_longitude,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_wol_latitude,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_wol_autoupdate_serverhost,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_wol_autoupdate_username,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_wol_autoupdate_password,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_ircaddrs,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_irc_network_name,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_telnetaddrs,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_war3_ladder_update_secs,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_XML_output_ladder,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_output_update_secs,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_XML_status_output,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_clan_newer_time,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_clan_max_members,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_clan_channel_default_private,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_clan_min_invites,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_log_commands,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_log_command_groups,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_log_command_list,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_log_notice,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_quota,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_quota_lines,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_quota_time,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_quota_wrapline,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_quota_maxline,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_quota_dobae,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_effective_user,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_prefs_get_effective_group,prefs_bridge.cpp,application/init,10,NO,lifecycle,MIGRATED,Config loading already integrated into v3 infra/config/
pvpgn_v3_encode_clanmemberlist_reply,clan_bridges.cpp,application/social,40,NO,handle_bnet,DELETED,Observation-only or already migrated to v3
pvpgn_v3_encode_clan_createreply,clan_bridges.cpp,application/social,40,NO,handle_bnet,DELETED,Observation-only or already migrated to v3
pvpgn_v3_encode_clan_clanack,clan_bridges.cpp,application/social,30,NO,handle_bnet,DELETED,Observation-only or already migrated to v3
pvpgn_v3_send_clan_clanack,clan_bridges.cpp,application/social,30,NO,handle_bnet,DELETED,Observation-only or already migrated to v3
pvpgn_v3_encode_clan_quitnotify,clan_bridges.cpp,application/social,25,NO,handle_bnet,DELETED,Observation-only or already migrated to v3
pvpgn_v3_send_clan_quitnotify,clan_bridges.cpp,application/social,25,NO,handle_bnet,DELETED,Observation-only or already migrated to v3
